text,label
Vacon control a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397,1
"` This order be include in Wartsila 's order book in the second quarter , ' the company add .",1
`` Management decide at the end of 2005 to increase cathode copper capacity .,1
4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of share now transfer correspond to 5.68 % of the total number of share in Aspo Plc . .,1
"A data process unit collect the data , calculate RVR value and provide the data to users via various interfaces .",1
"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho , both of Oulu , Finland , and Sami Viitasaari of Ii , Finland , have develop an ornamental design for a handset , the U.S. Patent & Trademark Office announce .",1
"ALEXANDRIA , Va. , Oct. 3 -- Markka A. Oksanen and Harald Kaaja , both of Helsinki , Finland , Juha Salokannel of Kangasala , Finland , and Arto Palin of Viiala , Finland , have develop a system for provide communications security .",1
"As earlier report , Nokian Tyres be build a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tire .",1
"Compared with the FTSE 100 index , which rise 94.9 point ( or 1.6 % ) on the day , this be a relative price change of -0.4 % .",0
"Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation sign an agreement to build a plant in Astana to produce car tire , Ordabasy chairman Dinmukhamet Idrisov say at a press conference .",2
"Furthermore , Bunge will also sign a license agreement for the Sunnuntai and Carlshamn Mejeri brand .",2
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participate as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",1
"In April 2005 , Neste separate from its parent company , Finnish energy company Fortum , and become list on the Helsinki Stock Exchange .",1
"In Russia , Raisio 's Food Division 's home market stretch all the way to Vladivostok .",1
"In September 2010 , the Finnish group agree to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock .",2
Increase in the number of share be base on the option right which be grant to the management of the company under the stock option plan 2006 .,1
It have some 30 offices worldwide and more than 90 pct of its net sales be generate outside Finland .,1
It has80 branch in Finland with annual revenue in Finland of ?,1
"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) be expand its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquire total ownership of BP 's Swedish retail company , Molub-Alloy AB .",2
"MILAN ( AFX ) - The Italian ship group Grimaldi have increase its stake in the Finnish company Finnlines to 35.4 pct from the 30.5 pct hold in June , accord to news agency ANSA .",1
Nokia Messaging 1.1 enable customers to receive e-mail from up to 10 e-mail account on their mobile phone support all POP or IMAP e-mail service .,1
"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .",2
SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,1
Solidium pick up Tikkurila share as a dividend at a book value of EUR15 .80 per share .,1
"The agreement will provide The Switch with double the converter capacity , whilst open up further manufacture locations in China .",2
The company ' aim be to finalize the negotiations and sign the contract at the start of October 2008 .,1
The company sign the letter of intent for the sale on 17 September 2010 and envisage to seal the actual agreement on 1 January 2011 .,1
"The company also say on November 16 , 2006 its Real Estate Fund I Ky sign an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .",2
"The contract cover installation , train and start-up service .",1
"The contract value amount to about EUR11m , the company add .",1
"The expand agreement cover the sale , market and distribution of Benefon 's navigation and locator devices in China .",1
"The OMX Nordic 40 ( OMXN40 ) index , comprise the 40 most trade Nordic stock on the Nasdaq OMX exchange , close up 0.43 % at 1,138.84 point on Wednesday .",2
To be number one mean create add value for stakeholders in everything we do .,1
"Under the term of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .",2
"- BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered Bank say it have sign a China mobile phone dealer finance agreement with Nokia , make it the first foreign bank to offer finance to the country 's small and medium enterprise -LR",2
- Provides summary of the medical equipment pipeline products that the company be develop .,1
"`` Of course , we be in talk with all those come up with new project that involve material handle , `` Konecranes President and CEO Pekka Lundmark say , when ask whether it be talk to Reliance Industries for supply equipment to its upcoming refinery in Jamnagar .",1
`` Residentialconstruction in particular have pick up in several market .,2
`` Ruukki be now include on DJSI World for the second year run and the European DJSI STOXX for the third year run .,1
"A correspond increase of 85,432.50 euros in Ahlstrom 's share capital have be enter in the Trade Register today .",1
"A In August 2007 , Latvijas Finieris order all production line for a new green veneer mill to be build in Ukmerge , central Lithuania .",1
"After the transaction , Alma Media raise its stake in Talentum to 30.65 % of the share and some 31.12 % of vote right .",2
Aldata say that there be still a number of operational aspects to be define between it and Microsoft and further detail of the product and market initiatives result from this agreement will be available at a later date .,1
"ALEXANDRIA , Va. , July 11 -- Hannu Kahonen of Juuka , Finland , have develop an ornamental design for a handle for fire pit door , the U.S. Patent & Trademark Office announce .",1
"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , have develop an ornamental design for a handset , the U.S. Patent & Trademark Office announce .",1
Aspocomp intend to set up a plant to manufacture print circuit board with an investment of Rs310 crore .,1
"Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , be develop a project in St Petersburg , comprise about a million square meter of residential space , two hospitals and several school and nurseries .",1
"Biohit Oyj develop , manufacture and market liquid handle products and diagnostic test systems for use in research , healthcare and industrial laboratories .",1
Calls to the switchboard and directory service have decrease significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,1
"Cargotec 's share capital after the increase total 64,046,460 euros .",1
"Cargotec 's share capital after the increase total EUR 64,299,180 .",1
"Compared with the FTSE 100 index , which rise 28.3 point or 0.5 % on the day , this be a relative price change of 2.3 % .",2
Componenta increase its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,2
"Earnings per share EPS be see at EUR 0.56 , up from EUR 0.38 .",2
Estonia 's beer market overall grow three percent last year to 130 million liters .,2
Finnish food company Raisio Oyj HEL : RAIVV say on Friday it have wrap up the divestment of its margarine operations to US sector player Bunge Ltd NYSE : BG for EUR80m USD119 .2 m .,1
Finnish lift equipment maker Konecranes HEL : KCR1V say on 29 July 2009 it have raise its stake in Austrian manipulator maker ACS Konecranes to 80 % and buy German sector player Knight Europe .,2
Following the increase the company+óEUR TM s capital total 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .,1
"HELSINKI AFX - KCI Konecranes say it have raise its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .",2
"In 2008 , it generate net sales of EUR 9.3 million USD 13.1 m .",1
Jacobs have be support Storengy 's investment of develop storage sit since 2006 as owner 's engineer .,1
"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V say yesterday it sign a three-year EUR 900 million USD 1.3 bn revolve credit facility .",2
Most of the increase in net sales be due to the acquisition of Swedish Silva that produce garden tool and boat .,2
"Mr Ashley , deputy executive chairman of Sports Direct , sell a 43pc stake in the company for more than pound 900m at the time of the float .",1
Rental of build equipment account for 88 percent of the operate income .,1
"Ruukki 's delivery include steel structure , include installation , for Krakeroy bascule bridge and steel pile for the bridge foundations .",1
Stockmann be establish in 1862 in Finland and it become the first foreign company to enter Russia 's retail trade market in 1989 .,1
"The acquisition be part of Suomen Helasto 's strategy to expand the LukkoExpert Security chain , Suomen Helasto CEO Kimmo Uusimaki say .",1
"The broad-based WIG index end Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 be 1.13 down at 3,687.15 pts .",1
The business to be divest generate consolidate net sales of EUR 60 million annually and currently have some 640 employees .,1
"The company generate net sales of about 600 mln euro $ 775.5 mln annually and employ 6,000 .",1
The company plan to expand into the international market through its subsidiaries and distributors from 2011 onwards .,2
The company plan to spend the proceed from the right offer for strengthen its balance sheet .,1
"The contract cover the manufacture , surface-treatment and installation of the steel structure .",1
"The correspond increase in the share capital , EUR422 ,754 , have be enter in the Trade Register today .",1
"The correspond increase in the share capital , in total EUR 300,00 be register in the Finnish Trade Register on May 8 , 2008 .",1
"The correspond increase in the share capital due to these subscriptions with the warrant , in total EUR 1,860.74 , be register with the Finnish Trade Register on January 4 , 2008 .",1
The Group aim to increase its net sales and comparable operate profit in 2006 .,2
The order also include start-up and commission service .,1
"The order consist of capacity expansion , maintenance service and new charge functionality , the company say .",1
The phone be target at first time users in growth market .,1
"The repayment of EUR 105 million debenture bond be relate to the Company 's previous announcement on October 21 , 2009 to collect irrevocable sell commitments from the holders of its subordinate debenture bond .",1
The revenues of the business reach NOK 12 million for 2008 .,1
"The subscriptions increase Cargotec 's share capital by 36,780 euros .",2
Tielinja generate net sales of 7.5 mln euro $ 9.6 mln in 2005 .,1
"Tikkurila Powder Coatings have some 50 employees at its four paint plant , which generate revenues of EUR2 .4 m USD3 .3 m in 2010 .",1
"UK 's Sarantel to outsource part of its process to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel have sign an agreement to outsource its assembly test and supply chain process to the plant of Elcoteq in the Estonian capital Tallinn .",1
"Under the rental agreement , Stockmann be commit to invest in the build of a bridge over the Gogol Street or build an underground tunnel for cross the street by 2004 .",1
We have make long-term investments in develop the system 's implementation model .,1
"With the launch of new 3G handsets , Nokia aim to become the winner in China 's 3G market as it do in the 2G market .",2
VNH generate annual net sales of about 5 mln eur and employ 21 people .,1
"Earnings per share ( EPS ) for the first quarter 2007 amount to EUR0 .07 , up from EUR0 .04 .",2
"Jan. 6 -- Ford be struggle in the face of slow truck and SUV sales and a surfeit of up-to-date , get ta -have cars .",0
"Rautakesko 's business operations in Norway and Russia , acquire in July 2005 , be include in the figure of the comparable period , impact sales growth start from August .",1
"Operating profit be EUR 11.07 mn , up from EUR 8.65 mn .",2
Peer Peugeot fell 0.81 pct as its sales rise only 6.3 pct from the same period last year .,0
Pharmaceuticals group Orion Corp report a fall in its third-quarter earn that be hit by larger expenditures on R & D and market .,0
"However , the growth margin slow down due to the financial crisis .",0
"Significance : Teleste have emphasise that with its large size and grow economy , as well as the rapid development of its TV service distribution industry , Poland be view as an attractive market .",2
"`` We reach agreement with the union that flight will continue as normal , `` Finnair spokesman Usko Maatta say .",2
"In Finland , insurance company Pohjola and the Finnish motorcyclist association have sign an agreement with the aim of improve motorcyclists ' traffic safety .",2
"HELSINKI ( AFX ) - Nokian Tyres report a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",2
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which be own by Denmark 's Royal Unibrew , raise its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jump by 14.5 percent to 40.5 million liters .",2
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which be own by Denmark 's Royal Unibrew , raise its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jump by 11.4 percent to 52.99 million liters .",2
"Marimekko have today ( 20 November ) sign a license agreement with the Swedish chain , whereby Marimekko will license some of its popular pattern from the 1950s , 1960s and 1970s to H & M .",2
More staff have be recruit in Japan to further complement its network of close to 50 service locations in more than 20 countries worldwide .,2
Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineer divisions be to further improve and adjust their operations in Finland .,2
"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increase its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it be report on September 19 , 2006 .",2
"STX Finland Oy sign a a preliminary agreement for the build of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .",2
The company now estimate its net sales in 2010 to increase considerably from 2009 and its operate result to be clearly positive .,2
"The tower it choose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid page , with the ability to run 32 - and 48-page products side by side .",2
"Uponor make an operate profit of EUR 151.0 mn , up from EUR 143.7 mn , which make 2007 a record year .",2
"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware sign a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",2
It estimate the operate profit to further improve from the third quarter .,2
Kazgiprotsvetmet and Outotec Finland have sign an agreement on strategic cooperation in the market and provide of minerals process and metallurgical plant and relate service in Kazakhstan and the surround countries .,2
Lemcon sign an investment cooperation agreement with the Kaluga regional administration last November .,2
Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 .,2
Sales rise 10 pct to 566 mln eur on the back of strong volume and favourable currency effect .,2
The growth of net sales have continue favourably in the Middle East and Africaand in Asia Pacific .,2
"The new agreement , which expand a long-established cooperation between the company , involve the transfer of certain engineer and documentation function from Larox to Etteplan .",2
With this appointment Kaupthing Bank aim to further coordinate Capital Markets activities within the Group and to improve the overall service to clients .,2
"Cencorp , headquarter in Virkkala , Finland , develop and supply automation solutions to the electronics and semiconductor industry that enhance productivity .",1
"Following the increase , Huhtamaki Oyj 's register share capital be EUR 358,706,290.00 and the number of share outstanding be 105,501,850 .",1
"Following this increase Huhtamaki 's register share capital be EUR360 .62 m and the number of share outstanding be 106,063,320 .",1
"The company have also supply more than 200 MW of power generate equipment for a number of project in Papua New Guinea , include 12 engines of the Wartsila 32 type to Lihir Gold .",1
"Under the agreement , Pfizer have be fund Biotie 's research activities on the PDE10 phosphodiesterase 10 inhibitor program since its start in late 2006 and have the sole authority to develop discover compound .",1
"When the OMX market forward mature on May 16 , 2008 , Novator Finland Oy 's direct shareholding in Amer Sports Corporation will exceed one-fifth 1-5 of the company 's share and vote right .",1
"`` These test be part of a larger campaign which include various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , `` Nokia Siemens head of LTE business line , Reino Tammela , say .",1
"Finnish Ahlstrom Corporation will double its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .",2
"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel . +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",1
Sales rise to 300.9 mln eur compare with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .,2
The contract be sign in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL .,2
"The offer of some 30 million share aim to raise more than x20ac 500 million US $ 640 million , be expect to be complete by Oct. 9 , Outokumpu say .",1
"`` Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , `` Kallioranta add .",2
"`` With this agreement , we can continue our good cooperationand at the same time release capital that have be tie up in ourmachinery operation .",2
"Theodosopoulos say Tellabs could be of value to Nokia Siemens or Nortel give its `` lead supply status `` with Verizon , along with high-growth products .",2
"We succeed in increase our market share of sell apartment `` , comment Mr Kari Kauniskangas , Head of YIT International Construction Services .",2
"With CapMan as a partner , we will be able to further develop our business and continue to focus on provide quality restaurant service for our customers , `` say Christopher Wynne , CEO of Papa John 's Russia .",2
"Finnish Suominen Corporation that specialise in wet wipe , nonwovens , and flexible package report net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",2
"Finnish telecoms software developer Tecnomen Oyj say on December 5 , 2006 it win a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charge and message systems for the mobile and fix network of Brasil Telecom .",2
Increased trust of our clients in YIT can be see as apartment sales accelerate .,2
"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineer company Outotec Oyj ( OMX : OTE1V ) say today it win a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",2
"Mr Priit Kasak , Balti Metsamasina 's owner , say the Rakvere-based company wish to increase Valmet 's market share from 27 % to a third in a couple of years .",2
The bank see a potential for Getinge share to rise .,2
"The company record revenues of E658 .1 million during the fiscal year end December 2007 , an increase of 23 % over 2006 .",2
The cooperation will double The Switch 's converter capacity .,2
The robust growth be the result of the inclusion of clothe chain Lindex in the Group in December 2007 .,2
"The six breweries record a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sell in 2005 .",2
"This truly take efficiency to new heights , `` Mr. Metso add .",2
We hope to increase traffic volumes with the open of Freight One Scandinavia . ``,2
"a January 11 , 2010 EPHC board of directors have approve an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",2
"Finnish Cargotec 's Kalmar , the business area provide container handle solutions , have be award an order for a further ten E-One rubber-tyred gantry RTG crane from Saigon Newport Company SNP , in Vietnam .",2
"Bilfinger investors cheer the agreement , push share up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .",2
"Kesko pursue a strategy of healthy , focus growth concentrate on sales and service to consumer-customers .",2
"LONDON AFX - Shares in Rautaruukki Corp have be upgrade to ` hold ' from ` sell ' by ABN Amro , with the price target raise to 25.75 eur from 14.5 , say dealers .",2
LONDON MarketWatch -- Nokia nok say it 's win a five-year service contract to run Hutchison Essar 's network operations in nine locations in India .,2
"Progress Group , QPR 's representative in Saudi Arabia and North Africa , have sign a framework agreement for a long term strategic relationship with ISE .",2
"Ragutis , control by the Finnish brewery Olvi , achieve a 5.7 percent rise in beer sales to 22.6 million liters and hold a 10.75 percent market share .",2
"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shop district be inaugurate today , further strengthen the company 's presence in Nordic capitals .",2
"The metal have gain 41 percent this year as demand from China , the world 's largest user , increase .",2
"In addition , Cramo and Peab have sign exclusive five-year rental agreements in Finland and have extend their exist rental agreements in the Swedish market for another five years .",2
"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establish a new subsidiary in Kolkata Outotec have establish a subsidiary in India in order to better serve its Indian customers and to increase its business in the grow Indian market .",2
It be also 7.7 pct above the 12-month volume weight average price of the stock .,2
"Mobile phone shipments jump 26 percent to almost 112 million units , while Finnish company 's global market share rise to 39 percent from 36 percent .",2
"According to Eijkens , a publisher can do much more than just publish colourful book : a publisher can provide value add to information by individualise it .",1
"Based on strong customer interest and feedback , use RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency `` , Tulonen continue .",2
"CDP be establish on the initiative of institutional investors ; however , the annually publish result also interest an increase number of customers and other interest group of the report company .",1
The original contract be sign last summer .,1
"` It be a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he add .",1
`` The acquisition of Elektros Pavara complete KONE 's market expansion strategy in the Baltic Countries .,2
"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , have develop an ornamental design for a handset , the U.S. Patent & Trademark Office announce .",1
"Repair and maintenance business account for net sales of EUR 645.3 mn , up from EUR 563.6 mn .",2
"The money will be spend `` on strengthen the company 's competitiveness in the sphere of sawmill products and increase the volume of wood deliver for process in Russia , `` the release say .",2
The new technology improve the glass quality and consistency while increase throughput .,2
"The reason behind the estimate include the rise in 2008 rent level and several fully-leased office and retail properties , which be complete and add to the company 's investment property portfolio .",1
"The Vaisala Group be a successful international technology company that develop , manufacture and market electronic measurement systems and products .",2
"The Vuokatti unit will be develop to focus especially on the manufacture of prototypes , the ramp-up of new products and the demand test and after-sales service .",1
"AGJ record EUR 43 mln sales in 2006 , most of which be generate by export to customers in Western Europe , the statement say .",1
"`` The number of collection errors fell considerably , and operations speed up .",2
"By combine its exist solutions into a single platform , Comptel say that it have reduce the cost of deployment .",2
"In the second quarter of 2010 , the group 's pretax loss narrow to EUR 400,000 from EUR 600,000 .",2
"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) say yesterday its net loss narrow to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",2
8 May 2009 - Finnish liquid handle products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) say today ( 8 May 2009 ) its net loss narrow to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,2
Finnish fibers and plastic products maker Suominen Corporation say its net loss from continue operations narrow to 1.8 mln euro ( $ 2.3 mln ) in 2006 from 3.7 mln euro ( $ 4.8 mln ) in 2005 .,2
"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) say today its net loss narrow to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",2
Finnish sport equipment maker Amer Sports Oyj ( HEL : AMEAS ) say today that its net loss narrow to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the correspond period a year earlier .,2
"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , say today its net loss contract to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .",2
"For the first nine months of 2010 , Talvivaara 's net loss narrow to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",2
"In the first nine months of 2010 , the company 's net loss narrow to EUR 415,000 from EUR 7.4 million for the correspond period of 2009 .",2
"In the first nine months of 2010 , the company 's net loss narrow to EUR415 ,000 from EUR7 .4 m for the correspond period of 2009 .",2
"( ADP News ) - Feb 9 , 2009 - Finnish computer service company Proha Oyj ( HEL : ART1V ) say today its net loss narrow to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 .",2
The new factory work model and reorganisations would decrease Nokian Tyres ' cost in the factory by EUR 30 million ( USD 38.7 m ) .,2
20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V say yesterday that its net loss narrow to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,2
Finnish fibers and plastic products maker Suominen Corporation say its net loss narrow to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,2
"In contrast , the company 's net loss for the third quarter of 2009 contract to EUR 76 million from EUR 256 million for the correspond period a year ago .",2
"In the second quarter of 2010 , Raute 's net loss narrow to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",2
"ADP News - Nov 13 , 2008 - Finnish print circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V say today that its net loss narrow to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",2
"Metsaliitto , however , narrow its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",2
"narrow to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , say today that its net loss narrow to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",2
The dilute loss per share narrow to EUR 0.27 from EUR 0.86 .,2
Unit cost for flight operations fell by 6.4 percent .,2
The loss for the third quarter of 2007 be EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,2
Airvana 's UMTS Home Base Station femto cell use software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,2
"According to Sepp+ñnen , the new technology UMTS900 solution network build cost be by one-third lower than that of the build of 3.5 G network , operate at 2,100 MHz frequency .",2
The cost of the new ropax vessels be 30 % lower than those of the present ones .,2
The last job losses relate to these reductions will take place during 2010 .,1
The program 's target be structural cost reductions of about EUR 30mn in 2009 .,2
"The third quarter result also include a 400,000 euro ( $ 575,000 ) provision for down-sizing of lure manufacture in Ireland .",1
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , say today it slip to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",0
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , say today it slip to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",0
"Result before tax decrease to nearly EUR 14.5 mn , compare to nearly EUR 20mn in the previous account period .",0
The company slip to an operate loss of EUR 2.6 million from a profit of EUR 1.3 million .,0
23 April 2010 - Finnish construction and engineer company Outotec Oyj HEL : OTE1V say today it slip to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the correspond period last year .,0
Cramo slip to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,0
"Finnish IT solutions provider Affecto Oyj HEL : AFE1V say today its slip to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the correspond period a year earlier .",0
"In 2009 , Comptel slip to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",0
"In Q2 of 2009 , profit before tax amount to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",0
"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V say today that it slip to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",0
"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS say today it slip to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2",0
"Profit before tax amount to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",0
"Profit before tax decrease by 9 % to EUR 187.8 mn in the first nine months of 2008 , compare to EUR 207.1 mn a year earlier .",0
Profit before tax decrease to EUR 31.6 mn from EUR 50.0 mn the year before .,0
"Profit before tax be EUR 4.0 mn , down from EUR 4.9 mn .",0
"The company 's profit before tax fell to EUR 21.1 mn in the third quarter of 2008 , compare to EUR 35.8 mn in the correspond period in 2007 .",0
"In August-October 2010 , the company 's result before tax total EUR 9.6 mn , up from EUR 0.5 mn in the correspond period in 2009 .",2
Finnish Bore that be own by the Rettig family have grow recently through the acquisition of smaller ship company .,2
The plan be estimate to generate some EUR 5 million ( USD 6.5 m ) in cost save on an annual basis .,2
"Finnish pharmaceuticals company Orion report profit before tax of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the correspond period in 2009 .",2
"Finnish Sampo Bank , of Danish Danske Bank group , report profit before tax of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",2
"Profit after tax for the period be up to EUR0 .9 m , from EUR0 .01 m last year .",2
"Profit before tax be EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",2
Also construction expense have go up in Russia .,0
11 August 2010 - Finnish measure equipment maker Vaisala Oyj HEL : VAIAS say today that its net loss widen to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the correspond period a year earlier .,0
"Finnish power supply solutions and systems provider Efore Oyj say its net loss widen to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 end October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",0
"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V say today its net loss widen to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",0
Salonen add that data show producers ' pulp inventory in North America be decline . ',0
The Elcoteq group recently announce that the last three months of the previous year bring to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter run .,0
"For the current year , Raute expect its net sales to increase and the operate result -- to be positive .",2
"Turnover surge to EUR61 .8 m from EUR47 .6 m due to increase service demand , especially in the third quarter , and the overall growth of its business .",2
"As a result , the company currently anticipate net sales to increase and the operate result to be positive .",2
"`` UPM 's deliveries increase during the third quarter by 4 percent , and the efficiency of operations improve , `` Chief Executive Jussi Pesonen say .",2
"Global sport equipment maker Amer Sports Corp. , whose brand include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cut .",2
"Exports make up more than 80 per cent of our sales , so the name Glaston also reflect a truly internationally operate company , `` explain Kyro 's President & CEO Mika Seitovirta .",1
"Westend ICT Plc s new 409,665,891 share and increase of share capital with EUR 2,000,000 base on the resolutions of extraordinary shareholders meet on 27 December 2010 have today register in the Trade Register .",1
