,text,label
241,"Sudan Links Southern Peace Talks to Darfur Rebellion Sudan accused southern rebel leader John Garang of backing an uprising in Darfur in the west, and said his support for western rebels could undermine talks to end 21 years of civil war in southern Sudan, a news agency with close links ",0
242,China jails officials for spying Two senior Chinese officials in Hong Kong are given long jail terms after being convicted of spying for the UK.,0
243,"Polish Woman Abducted in Iraq A Polish woman has been abducted in Iraq, according to a videotaped message by Iraqi extremists. The tape was aired by al-Jazeera on Thursday.",0
244,"EU says no Turkey entry talks without penal code reform BRUSSELS - The European Union cannot start entry negotiations with Turkey unless Ankara adopts a reform of its penal code, a European Commission spokesman said on Monday.",0
245,"North Korea's No. 2 Leader Visits China  BEIJING (Reuters) - North Korea's second-most senior leader  toured a shiny new science park in Beijing Monday, a first stop  on visit aimed at finding ways to help the North's moribund  economy as much as jump-starting stalled nuclear talks.",0
246,US accuses all parties in Darfur conflict of complicity in &lt;b&gt;...&lt;/b&gt; UNITED NATIONS The US ambassador to the UN has accused all parties involved in western Sudan #39;s violence of being responsible for a growing humanitarian disaster.,0
247,"Inside Karzai's Campaign To become Afghanistan's first elected President, he has to placate warlords, pacify the Taliban -- and survive",0
248,Fidel Castro Falls Down Cuban leader Fidel Castro broke his knee and fractured his arm after falling down on a stage. The 78-year-old had just finished a speech at a graduation ceremony.,0
249,"Train Accident in Philippines Leaves 10 Dead, 100 Wounded The number of deaths related to a train derailment yesterday in the Philippines has been increased to ten. 100 people were injured as well.",0
250,"Wariner Leads U.S. Sweep in 400 ATHENS, Greece - After his stunning victory in the Olympic 400 meters, Jeremy Wariner seemed as cool as he did cruising down the stretch in sunglasses, two earrings and a jingling necklace. Picking up where Michael Johnson left off, Wariner became the sixth straight American to win the Olympic 400 title, leading a U.S...",0
251,North Korea set to allow return for British civil rights &lt;b&gt;...&lt;/b&gt; North Korea yesterday signalled that it may decide to lift the veil on some of its human rights violations after being challenged to allow the inspection of one of the country #39;s notorious prison ,0
252,"Copter crash kills cleric ATHENS -- The Christian Orthodox Patriarch of Alexandria was killed yesterday after an army helicopter transporting him and his entourage to a monastic enclave in northern Greece crashed into the sea, according to government and church officials.",0
253,"British Party Meeting to Focus on Iraq War Description: NPR #39;s Jennifer Ludden talks with Colin Brown, deputy political editor of Britain #39;s newspaper The Independent, about the upcoming Labour Party Conference in Brighton.",0
254,"Flash flood in Cornwall leaves villagers missing BOSCASTLE, England Rescue workers searched this coastal village in north Cornwall on Tuesday for missing persons after a flash flood sent a wall of water tearing through the picturesque tourist spot the day before. ",0
255,"System of pet passports to apply fully from Friday BRUSSELS New EU-wide legislation introducing a pet passport will be fully applicable from Friday, allowing pets and their owners to travel legally within the European Union, the European Commission said Wednesday.",0
256,"Cricket: Tendulkar equals record India's Sachin Tendulkar ties the record for Test centuries, against Bangladesh.",0
257,"Harvest time in Indonesia by our Internet desk, 22 September 2004. Former Indonesian security minister Susilo Bambang Yudhoyono and his advisers are moving ahead with preparations to assume the presidency, discussing policy plans and ",0
258,"Man knifes 12 primary school children in north-east China : Beijing, Dec 3 : A man intruded into a primary school in north-east China #39;s Jilin province today and slashed 12 grade one pupils, four of them seriously.",0
259,"Bush Campaign Raises  #36;260 Million Total (AP) AP - President Bush raised a total of  #36;260 million for the primary-election phase of his campaign, taking in  #36;18 million last month alone before accepting full government financing for the race's final two months.",0
260,"N.Irish 'Bloody Sunday' Probe Enters Final Phase  LONDONDERRY, Northern Ireland (Reuters) - The  longest-running and costliest public inquiry in British legal  history -- into Northern Ireland's so-called ""Bloody Sunday"" --  entered its final phase on Monday.",0
261,"Grenade Thrown as Police Lay Siege to Suspected Terror House Dutch police were laying siege to a house in The Hague today where an unknown number of terrorism suspects were holed up. Three policemen were injured by a hand grenade thrown when a raid was launched on the house, officials said.",0
262,"SEC Opens Inquiry Into Google Stock Issue SAN FRANCISCO - In another twist to Google Inc.'s public stock offering, the Internet search company said federal regulators have opened an informal inquiry into its failure to register millions of shares.    In a regulatory filing Monday, Google said it ""understands"" the inquiry was opened by the Securities and Exchange Commission...",0
263,Stocks Climb on Positive Retail Sales NEW YORK - Stocks moved mostly higher Friday as a stronger than expected retail sales report showed that higher oil prices aren't scaring consumers away from spending. Federal Reserve Chairman Alan Greenspan's positive comments on oil prices also encouraged investors...,0
264,"Pakistani Forces Attack Militant Hideouts; 10 Killed (Reuters) Reuters - Up to ten people were killed in\fierce fighting between Pakistani security forces and al\Qaeda-linked fighters Sunday, taking the death toll to over 70\in one of the deadliest actions against the militants.",0
265,"Big Fish, Little Fish Battle Over the Amazon's Bounty A symbol of abundance to the rest of the world, the Amazon is experiencing a crisis of overfishing.",0
266,"UN says security worsening in Darfur, relief work hampered GENEVA : Humanitarian organisations expressed alarm over worsening security in Sudan #39;s conflict-wracked Darfur region, where the UN refugee agency has been forced to cancel several missions.",0
267,"Israel Kills 7 Militants in Massive Gaza Offensive  GAZA (Reuters) - The Israeli army killed seven militants in  and around the northern Gaza Strip Saturday, raising the  Palestinian death toll to 45 in one of the biggest and  bloodiest offensives in four years of conflict.",0
268,"3 UK Black Watch members among 17 killed in Iraq attacks FALLUJAH, November 05 (Online): US artillery shelled Fallujah on Thursday after overnight air and tank attacks killed five people in Iraqs most rebellious city, braced for an all-out offensive now the US presidential election is over.",0
269,Marlins Beat Cubs 5-2 to Split Twinbill MIAMI - The Chicago Cubs' 24-hour visit to Miami included a brief stay atop the NL wild-card race. Then they lost their lead because they couldn't beat David Weathers...,0
270,"'American Taliban' Seeks Commuted Sentence SAN FRANCISCO - John Walker Lindh asked President Bush on Tuesday to commute his 20-year prison sentence for aiding the Taliban.    His lawyer, James Brosnahan, said that Lindh was fighting alongside the Taliban in a civil war against the Northern Alliance, that he is not a terrorist and that he never fought against U.S...",0
271,"Romania Presidential Challenger Stolojan Quits Race  BUCHAREST, Romania (Reuters) - Romania's main opposition  presidential challenger Theodor Stolojan withdrew from the race  citing health reasons Saturday, dealing a severe blow to his  alliance ahead of next month's elections.",0
272,"Bush, Kerry Open Final Month Even in Cash (AP) AP - President Bush and John Kerry began October neck and neck in campaign cash, each with just under half of the  #36;75 million in government money they received to cover campaign costs.",0
273,"Pakistanis Arrest More Militant Suspects Pakistani forces following up on a raid that killed a top al-Qaida fugitive arrested four more suspected extremists Monday, while the US Embassy warned that security constraints ",0
274,"Frances Roars Into Fla., Cuts Power to 2M FORT PIERCE, Fla. - Massive Hurricane Frances trudged ashore with 115 mph wind and pelting rain late Saturday, knocking out power to 2 million people and forcing Floridians to endure a frightening night amid roaring gales that shredded roofs and uprooted trees...",0
275,Arafat #39;s condition improves An aide to Yasser Arafat said yesterday that the Palestinian leader #39;s condition was improving after treatment by doctors in Paris.,0
276,"US state still without a governor two weeks after polls (AFP) AFP - Two weeks after the US general election, the northwestern state of Washington was still without a governor as the painstaking process of counting votes dragged on.",0
277,Karzai Set to Be Afghan President in Ring of Steel (Reuters) Reuters - Hamid Karzai was due to be sworn in as\Afghanistan's first popularly elected President on Tuesday at a\ceremony attended by two of the figures most responsible for\easing him into power.,0
278,UN envoy returns to Iraq for meetings on transition The top United Nations envoy for Iraq has returned to Baghdad this week and is meeting with a wide spectrum of Iraqi political leaders and actors to see how theworld body ,0
279,Zarqawi claims killing of Iraqi recruits killing of an American diplomat in Iraq since last year #39;s US-led invasion toppled Saddam Hussein. militants that it killed 48  quot;apostates quot; in the attack.,0
280,"Italian Police Make Arrests in Mob Raids (AP) AP - Italian police raided scores of homes in the Naples area Tuesday and arrested 52 suspected mobsters, the largest single offensive in the state's bid to end a bloody organized crime war that has terrified this southern Italian city.",0
281,"Wife Invokes Supreme Court to Tout Kerry (AP) AP - Democratic presidential candidate John Kerry would appoint Supreme Court justices who would safeguard a half-century of civil rights gains, his wife said Friday.",0
282,UN man backs Darfur autonomy The UN's refugee chief says Sudan should grant more autonomy to Darfur to try to end continuing violence.,0
283,"Bush Attends Army-Navy Football Game (AP) AP - The roar of Air Force One and a tip of its wing over the playing field signaled President Bush's arrival Saturday at the Army-Navy football game, a matchup steeped in tradition and shadowed today by the war in Iraq.",0
284,LA Times chides Bush for self-justification WASHINGTON: US President George W Bush on Wednesday received a rap across the knuckles from the Los Angeles Times which observed that he might have done better at wooing broader international ,0
285,"U.S. Sees Chances of Saddam Trial in 2004 'Remote'  BAGHDAD (Reuters) - The chances of trying former Iraqi  leader Saddam Hussein in 2004 are remote, a U.S. official said  Friday, casting doubt on remarks by Prime Minister Iyad Allawi  who said the trial could begin as early as October.",0
286,"Abu Hamza is charged over  #39;urging followers to kill Jews #39; Abu Hamza, the radical Muslim preacher, was charged yesterday with 16 offences, including urging his followers to murder Jews. The former imam of Finsbury Park Mosque ",0
287,Missing Antiaircraft Missiles Alarm Aides Disappearance of shoulder-fired missiles has prompted intelligence analysts to increase sharply their estimate of the number of such weapons that may be at large.,0
288,"What #39;s next for historic Gaza pullout plan Israeli lawmakers approve first dismantling of Jewish settlements, but plan continues to face fierce resistance. By Ben Lynfield  Correspondent of The Christian Science Monitor.",0
289,Former guerrillas now hope to make mark at ballot box BAGHDAD -- These days the Supreme Council for Islamic Revolution in Iraq is talking less and less about Islam and not at all about revolution.,0
290,Israel wants blood ISRAEL will ramp up its campaign to assassinate Hamas leaders in response to twin suicide bombings by the militant group that killed 16 people.,0
291,"Anti-Muslim Dutch film maker killed AMSTERDAM, Nov 2: Dutch film maker Theo van Gogh, who recently made a controversial short film about women and Islamic culture, was shot and stabbed to death on an Amsterdam street on Tuesday, police said.",0
292,Probe ordered into apparent Afghan jailbreak attempt (AFP) AFP - The Afghan government has ordered an inquiry into an apparent jailbreak attempt by suspected Al-Qaeda prisoners which left five guards and four inmates dead.,0
293,"Child malnutrition up since invasion, study says STOCKHOLM -- Malnutrition among Iraq's youngest children has nearly doubled since the US-led invasion of Iraq, despite UN efforts to deliver food to the war-ravaged country, a Norwegian research group said yesterday.",0
294,Iraq Blames US-Led Forces for Army Massacre Iraq #39;s US-backed government said on Tuesday that  quot;major neglect quot; by its American-led allies led to a massacre of 49 army recruits at the weekend.,0
295,"Russia to join Nato in Mediterranean patrols POIANA BRASOV, Oct. 14. - Russia has agreed to send warships to help Natos naval patrols monitoring suspicious vessels in the Mediterranean , as part of a drive for closer counter-terrorism cooperation between Moscow and the western alliance.",0
296,Scotland Joins Growing Anti-Tobacco Movement (Reuters) Reuters - Scotland became the latest country to\take a stand against tobacco on Wednesday by announcing a ban\on smoking in public buildings.,0
297,"Thatcher financed coup plot, claims business partner PRESSURE is mounting on Mark Thatcher after an accusation by one of his business associates that he played a role in the Equatorial Guinea coup plot.",0
298,Sharon Says Will Seek Coalition with Labor (Reuters) Reuters - Israeli Prime Minister Ariel Sharon\said Thursday he would seek a coalition with Shimon Peres's\Labor Party and pledged to press ahead with a planned Gaza\pullout.,0
299,Karzai Camp Smells Victory Early in Afghan Poll  KABUL (Reuters) - Afghan President Hamid Karzai was on  course Tuesday for an outright victory in the country's  historic presidential election with more than a quarter of the  votes counted from the poll 10 days ago.,0
300,"Pakistan Military Plays Down 'Terror Summit' Report  ISLAMABAD (Reuters) - Pakistan's military Monday played  down a report in the latest edition of Time magazine describing  what it called a ""summit of terrorists"" held in March in  lawless tribal areas bordering Afghanistan.",0
301,What is this Man Plotting? A newly revealed summit of terrorists raises fears of a fresh plan to attack the U.S. This bombmaker and pilot could be a key player ,0
302,"US troop shift: A tale of two cities Bush's plan this week to restructure US forces in Europe is stirring up a mix of worry, nostalgia, and hope.",0
303,New bird flu outbreaks in Malaysia Kuala Lumpur (VNA) - Malaysia #39;s Animal Health Service on Tuesday reported that the country has discovered three more bird flu outbreaks in Kelantan State in the northeastern region.,0
304,"A Rousing Comeback For Home of the Beatles Two decades ago, when this seaport city was mired in a deep and seemingly endless recession, Mike Byrne, a local musician and businessman, sought public funds to help build an exhibition dedicated to Liverpool's most famous native sons, the Beatles.",0
305,"EDITORIAL: Time for Annan to resign post On Thursday, Sen. John Ensign of Nevada joined Sen. Norm Coleman of Minnesota in calling for the immediate resignation of UN Secretary-General Kofi Annan.",0
306,Spanish Leader Faces Grilling on Train Bombings (Reuters) Reuters - Jose Luis Rodriguez Zapatero will become\the first Spanish prime minister to be questioned by a\parliamentary commission on Monday when he gives his version of\events surrounding the Madrid train bombings.,0
307,Charity Suspends Iraq Operations after Director Abducted Care International suspended operations in Iraq today after gunmen seized the British woman who ran the humanitarian organisations work in the country.,0
308,"EU Expects Turkey to Initial Deal on Cyprus Friday  BRUSSELS (Reuters) - The European Union expects Turkey to  initial an accord Friday giving Cyprus de facto recognition and  sign it before Ankara opens EU membership talks on Oct. 3,  2005, a draft summit statement said Friday.",0
309,"One of Britain's last remaining coal mines closes down (AFP) AFP - A once-thriving coal mine in Yorkshire was closing down, leaving just nine deep coal mines in Britain, the pale remains of an industry that once employed a million people.",0
310,"EU nations slam Tiger rebels as fresh killings dim Sri Lanka peace hopes (AFP) AFP - European Union nations criticised Sri Lanka's Tamil Tiger rebels for killing rivals and recruiting child soldiers, appealing to the guerrillas not to undermine the Island's Norwegian-led peace bid.",0
311,"Taliban #39;s sense of humour fails TV test Television stations in two Arab states have abandoned plans to broadcast a soap opera set in Taliban-ruled Afghanistan, after an internet threat to  quot;strike quot; against the actors and executives involved.",0
312,"Insurgents Blow Up an Iraqi Oil Pipeline Insurgents blew up a northern oil export pipeline on Tuesday, dealing a severe blow to the national economy, even as car bombs and gun battles across the country ",0
313,"U.S. GIs Step Up Pressure on Najaf Rebels NAJAF, Iraq - U.S. infantrymen engaged in fierce battles with cleric Muqtada al-Sadr's militants Monday and U.S...",0
314,"Bush Raises Questions About CBS Documents (Reuters) Reuters - President Bush questioned\the authenticity of documents aired by CBS News that said he\received special treatment during his Vietnam-era service in\the National Guard, according to a Bush interview published on\Saturday.",0
315,"Rwandan troops arrive in Darfur as president vows force to protect civilians (Canadian Press) Canadian Press - AL-FASHER, Sudan (AP) - Dozens of Rwandan soldiers arrived in Sudan's troubled Darfur region Sunday, the first foreign armed force deployed in the area since Arab militiamen began a rampage against black African farmers, killing thousands.",0
316,"UN: Sudan parties pledge peace Parties in conflict-torn Sudan made pledges for peace before the UN Security Council, which held extraordinary sessions in Nairobi, Kenya.",0
317,"25 Terror Suspects Nabbed in Afghanistan KABUL, Afghanistan Oct. 2, 2004 - Afghan intelligence agents backed by international peacekeepers arrested 25 people allegedly linked to the Taliban and al-Qaida in an early morning raid in eastern Kabul Saturday, a spokesman for the peacekeepers said.",0
318,Mexico's President Fires Mexico City Chief (AP) AP - President Vicente Fox fired Mexico City's police chief Monday for allegedly bungling the response to a mob attack that killed two federal police officers. Fox's action sharply increases a political clash with leaders of the opposition-led capital ahead of the 2006 presidential race.,0
319,"More Haiti Peacekeepers by End Nov, UN Envoy Says (Reuters) Reuters - The U.N. peacekeeping force in\Haiti should reach its full strength of more than 8,000\soldiers and police by the end of November, the United Nations\special envoy to Haiti said on Friday.",0
320,"Mexican-Americans Struggle for Jobs In a strange post-industrial twist, most people who have lost their jobs in the garment industry are first-generation Mexican women.",0
321,"House, Senate Agree on Corporate Tax Bill (Reuters) Reuters - U.S. Senate and House of\Representatives negotiators agreed on Wednesday on a huge\corporate tax bill that will repeal export subsidies that\violate global trade rules and give manufacturers a new tax\break.",0
322,"Yushchenko thanks medics for care Ukraine's opposition leader thanks doctors who treated him for suspected poisoning, as officials reopen the case.",0
323,"TV row threatens Australia Tests, warns India's cricket board (AFP) AFP - India's cricket chiefs went into an emergency huddle amid fears next month's home series against world champions Australia will be cancelled if a television rights imbroglio is not resolved.",0
324,US pressures Indonesian over mine pollution arrests The United States has stepped up its diplomatic response to Indonesia #39;s arrest of five executives of the American mining company Newmont for alleged pollution in the province of Sulawesi.,0
325,"S.Korea Boosts North Security After DMZ Fence Cut South Korea is stepping up security along the Demilitarised Zone frontier with North Korea after a hole was found cut in a border fence, the South Korean Defense Ministry said on Tuesday.",0
326,"Australia #39;s Howard Pledges to Keep Troops in Iraq Australian Prime Minister John Howard has launched his campaign for next month #39;s election, promising to keep Australian troops in Iraq as long as necessary and to increase government spending on education.",0
327,"Bush Aides Gave One-Sided View of Iraqi Data -- NYT (Reuters) Reuters - Bush administration officials, in\the lead-up to the invasion of Iraq, gave a one-sided view of\the case for believing Saddam Hussein had a nuclear arms\program that ignored the doubts of their own experts, the New\York Times said on Saturday.",0
328,Palestinian leaders visit dying Arafat TOP Palestinian politicians are to visit Yasser Arafat in hospital and consult doctors about his condition amid claims that the veteran leader has suffered liver failure.,0
329,"Envoy Complains of 'Anti-French Neurosis' in Israel  JERUSALEM (Reuters) - France's ambassador to Israel  criticized Israelis on Thursday for what he called ""anti-French  neurosis,"" drawing a rebuke from the Jewish state and touching  off a new diplomatic row between the two countries.",0
330,Tragic new chapter in history of town synonymous with the peace &lt;b&gt;...&lt;/b&gt; Beneath the sparkling five-star tourist sheen of Taba lies a richly historical region that is littered with memories of failed Middle East peace processes.,0
331,"Gordon Cooper, NASA Mercury Pioneer, Dies LOS ANGELES - Gordon Cooper, the last astronaut to take flight during NASA's pioneering Mercury program, has died. He was 77...",0
332,Envoys say war crimes probable in Darfur UNITED NATIONS -- UN envoys told the Security Council yesterday that war crimes had probably taken place on  quot;a large and systematic scale quot; in Sudan's Darfur region and called for foreign police to help stop abuses.,0
333,"Group claims killing of two Italian hostages in Iraq but Italy &lt;b&gt;...&lt;/b&gt; DUBAI : A group calling itself the  quot;Jihad Organization quot; said it had killed two Italian hostages in Iraq, in a statement posted on an Islamist website, but Italy urged caution over the reported murders.",0
334,"BBC Says Dow Interview Part of 'Elaborate Deception'  LONDON (Reuters) - BBC World television said on Friday that  an interview it ran with a man it identified as a spokesman for  Dow Chemical, accepting responsibility for India's Bhopal  disaster, was inaccurate.",0
335,"The world will feel Ivory Coast #39;s pain On a continent that absorbs 75 percent of the world #39;s UN peacekeeping forces and budget, Ivory Coast #39;s violent downward spiral threatens hard-won gains against West Africa #39;s devastating civil wars of the 1990s.",0
336,"Hong Kong Votes in Close Poll, Focus on More Democracy  HONG KONG (Reuters) - Hong Kong residents voted on Sunday  in a legislative election that could bring big gains for the  democracy camp, which has angered Beijing by demanding  universal suffrage in the former British colony.",0
337,"Iraq ; Black Watch soldiers remain defiant Iraq News, Baghdad: Black Watch soldiers in Iraq #39;s  quot;triangle of death quot; said the killing of four of their comrades had strengthened their resolve to stay and see their task through.",0
338,"Sudanese Militiamen Disarm, Say They Not Janjaweed (Reuters) Reuters - Five hundred Sudanese militiamen\in government service disarmed in western Darfur Friday at a\ceremony attended by U.N. envoy Jan Pronk, but denied they were\Arab Janjaweed irregulars blamed for killing, raping and\looting in Darfur aimed at African villagers.",0
339,Video shows Bigley #39;s last appeal A video tape posted on the Internet shows British hostage Kenneth Bigley making a final appeal to the British Government to meet his captors #39; demands before he was beheaded by a militant group in Iraq.,0
340,Constitutional Court Puts an End to Capital Relocation Controversy The Constitutional Court on Thursday ruled the government #39;s plan to relocate the administrative capital as unconstitutional. Eight of the court #39;s nine judges ruled the plan as unconstitutional.,0
341,"Three soldiers killed, three wounded in Iraq terrorist attack Three Polish soldiers died, while three others were wounded in Sunday #39;s terrorist attack in Iraq, 25 kilometers from the American base in Al-Hilla.",0
342,"Pain Still Raw 6 Months After Madrid Bombs (AP) AP - The makeshift memorials of flowers, candles and children's drawings are gone. So are the black ribbons that hung from balconies and windows as symbols of mourning from one hellish day.",0
343,"Palestinians Kill Three at Army Outpost GAZA CITY, Gaza Strip - Two armed Palestinians infiltrated a fog-shrouded Israeli army outpost in a Gaza Strip settlement early Thursday, killing at least three Israelis in a fierce gunbattle before being shot dead, Israeli media reported.    Two other Israelis were wounded, one critically, the Web site of the Israeli newspaper Yediot Ahronot reported...",0
344,"Sharon vows to expand offensive Jerusalem, Oct. 4. (PTI): At least nine Palestinians were killed Sunday by Israeli forces as Prime Minister Ariel Sharon rejected a ceasefire offer from Hamas and vowed to  quot;expand quot; the military offensive in ",0
345,"Latest International news on mobile: sms INT to 7333 Hamid Karzai was sworn in on Tuesday as Afghanistan #39;s first elected president in a ceremony attended by several foreign dignitaries, including US Vice President Dick Cheney and Defense Minister Donald Rumsfeld, report agencies.",0
346,"Iraqi president appeals for aid FAZ Weekly. Iraqi President Ghazi Yawer made all of the important political stops in Berlin on Thursday, seeing the German president, the development minister and finally the chancellor.",0
347,"Israel Plans for Arafat Burial in Gaza (AP) AP - Israel has drawn up preparations for Yasser Arafat to be buried in the Gaza Strip, outlining plans to let West Bank Palestinians cross through Israel for the funeral and allow enemy Arab leaders to attend, security officials said Sunday.",0
348,Man charged with teacher's murder A man is charged with the murder of a father of two who was stabbed in his own home.,0
349,Dutch Say Murder Suspect Linked to Radical Muslims  AMSTERDAM (Reuters) - Dutch authorities are investigating a  radical Muslim group they suspect has links to the man accused  of killing a filmmaker critical of Islam and to bombings in  Casablanca last year.,0
350,"India kicks off 350th birthday of Taj Mahal Hundreds of schoolchildren have gathered outside India #39;s Taj Mahal, releasing heart-shaped balloons and setting free white pigeons to mark the 350th birthday of the world #39;s most famous monument of love.",0
351,Putin: Russia Developing New Kind of Nuclear Missile Russian President Vladimir Putin says his country is developing a new type of nuclear missile. Mr. Putin spoke at an annual meeting of the armed forces #39; senior leadership.,0
352,"Ichiro Nears Hit Record in Mariners' Loss OAKLAND, Calif. - Ichiro Suzuki went home without the major league hits record, thanks to Oakland's determined pitching staff - and a much bigger hit by Bobby Crosby...",0
353,Man to face trial in Hookes case A 22-year-old hotel bouncer has been ordered to stand trial over the death of former Australian Test cricketer David Hookes. Zdravco Micevic has pleaded innocent to charges of manslaughter and assault.,0
354,"INTERVIEW: IBM Eyes Half of China's Computer Market (Reuters) Reuters - International Business Machines Corp.\is reaping the rewards of a decade-long push into China's\business computer market and is eyeing upward of a 50 percent\share, China General Manager Henry Chow said.",0
355,"Dalai #39;s admission to Russia  quot;incomprehensible quot;: FM A Foreign Ministry spokeswoman Tuesday described Russia #39;s allowing the Dalai Lama to visit the country as something  quot;incomprehensible, quot; and hoped Russia would strictly follow ",0
356,Landmine summit opens in Kenya A conference has opened in Kenya to try to eradicate the use of landmines around the world. Dozens of people are killed or injured by landmines every day and many of them are civilians.,0
357,UK broadband gets speed injection A UK internet service provider is offering broadband that is sixteen times faster than average packages.,0
358,"Islamic cleric in France to see Arafat CLAMART, France - A senior Islamic cleric arrived in France on Wednesday to visit the bedside of the ailing Palestinian leader Yasser Arafat, Palestinian officials said.",0
359,"Insurgents Target Iraqi Police; 59 Dead BAGHDAD, Iraq - A car bomb Tuesday ripped through a busy market near a Baghdad police headquarters where Iraqis were waiting to apply for jobs on the force, and gunmen opened fire on a van carrying police home from work in Baqouba, killing at least 59 people total and wounding at least 114.    The attacks were the latest attempts by militants to wreck the building of a strong Iraqi security force, a keystone of the U.S...",0
360,"75 killed in Japan by Typhoon Tokage Rescue workers in Japan say the death toll from the country #39;s worst typhoon in two decades now stands at 75, and that 15 people are still missing.",0
361,"High Hopes as Ex-General Takes Over in Indonesia (Reuters) Reuters - A former general with a doctorate in\economics takes power in Indonesia on Wednesday, facing the\challenge of translating a landslide election victory into\action on economic growth and against Islamic militancy.",0
362,"EGuinea officials to question Thatcher, probe Armenian company over coup (AFP) AFP - A team of state prosecutors from Equatorial Guinea was set to leave Malabo for South Africa to question Mark Thatcher over his alleged involvement in a complex bid to oust President Teodoro Obiang Nguema, a government source said.",0
363,"Pro-Democracy Protest in Iran Gains Momentum  TEHRAN (Reuters) - A rare pro-democracy protest in Tehran  gained momentum late on Sunday with hundreds of cars pouring  onto the streets, blaring horns and provoking an appearance  from hardline vigilantes, witnesses said.",0
364,"Iran Hosts Iraqi Official, Eyes Better Relations  TEHRAN (Reuters) - Iraqi Deputy Prime Minister Barham Salih  said Sunday he brought a message of friendship to Iran which  has been angered by charges it is stirring up tension in Iraq,  the official IRNA news agency said.",0
365,Plant operators grilled by safety panel probing Japanese nuclear plant explosion TOKYO The operators of a Japanese nuclear plant say there was no evidence of danger at the plant before a deadly explosion this month. ,0
366,Sharon mulls coordinating plan with new Palestinian leadership Jerusalem: Israeli Prime Minister Ariel Sharon has said he would be willing to consider coordinating his unilateral plan to withdraw from the Gaza Strip with the Palestinians if the new leadership shows willingness to fight  quot;terror quot;.,0
367,"U.S. Wants Iran to Go Before U.N. Council (AP) AP - Buoyed by growing European support, the United States lobbied the U.N. atomic watchdog agency Monday to send Iran before the U.N. Security Council for refusing to freeze work that can produce nuclear weapons.",0
368,"Car bombs, US raids kill 21 in Baghdad BAGHDAD - The Iraqi capital was engulfed in violence yesterday as 21 people were killed and more than 100 wounded from two car bomb attacks and from United States-led offensives on Shi #39;ite and Sunni rebel pockets in the city.",0
369,"Russia, India to join hands in IT New Delhi (VNA) - Russia and India have agreed to set up a joint working group to compile an inter-governmental agreement in information technology during a recent visit to India by President Vladimir Putin.",0
370,"Arafat: Doctors to Carry Out New Tests Having ruled out leukaemia, French doctors were trying for a third day to determine what was causing the dramatic deterioration in Palestinian leader Yasser Arafats health.",0
371,"Blair #39;s party urges a shift in focus from Iraq to domestic issues BRIGHTON, England Top aides to British Prime Minister Tony Blair are urging his party not to let the war in Iraq derail their annual convention and election hopes.",0
372,"3 Abu Ghraib Trials Moved to U.S. The U.S. military announced Thursday that the courts-martial of three Army reservists charged with abusing Iraqi detainees at Abu Ghraib prison would be transferred from Baghdad to Fort Hood, Tex.",0
373,Palestinians fear more of the same after US elections (AFP) AFP - Palestinians may well be glad to see the back of George W. Bush at next month's presidential elections but are sceptical that John Kerry will execute a major rethink in US policy on the Middle East conflict.,0
374,Traces of explosive found on second plane in Russia Moscow - Officials said Saturday they had found traces of an explosive in the wreckage of the second of two Russian airliners that crashed just minutes apart last Tuesday.,0
375,"Ukrainian PM Yanukovich Takes Early Lead in Presidential Race Ukrainian prime minister Viktor Yanukovich held a slim lead in Ukraine s presidential race as of 10:00 Monday morning, with 41 percent compared to Viktor Yuschenkos 38 percent, according to partial results.",0
376,"Ljubisa Beara Surrendered to the Serbian Authorities Ljubisa Beara, former Chief of Intelligence of the Chiefs of Staff of the RS Army and accused by the Hague Tribunal (ICTY) for crimes against humanity, surrendered yesterday to the Serbian authorities and was transported to The Hague, reports official ",0
377,"Wave machine Hurricane Ivan produces Caribbean swell Surfersvillage Global Surf News, 08 September 2004: - - Hurricane Ivan pounded the islands of the southeastern Caribbean yesterday.",0
378,Sudan vows open mind in Darfur talks -- but no magic wand in sight (AFP) AFP - Sudan has pledged an open mind going into peace talks with rebels from the war-ravaged western Darfur region and is apparently seeking to use accords it signed with southern fighters as a model to settle the conflict.,0
379,"Deadly typhoon hits Hokkaido A large and powerful typhoon that has left eight people dead blew out into the Sea of Okhotsk Tuesday evening after hitting Hokkaido, the Meteorological Agency said.",0
380,"Applying the Geneva Convention The veteran guardians of the wall, who are called at all times to rally round the hasbara flag when the enemy once again brings up the anti-Israel canard regarding the application of the ",0
381,Bush II keener on India VISITING US secretary of defence Donald Rumsfeld sent a strong message on Thursday that the second Bush regime was keen on strengthening strategic ties with India.,0
382,"Sadr Militia Still Controls Iraq Shrine - Witness  NAJAF, Iraq (Reuters) - Shi'ite fighters appeared to be in  control of a holy shrine in Najaf on Friday hours after Iraq's  interim government said it had overcome a bloody uprising by  seizing the Imam Ali mosque without a shot being fired.",0
383,"Iraq Insurgency Seen With British Eyes They came with their regimental colors, embroidered flags recording battles in 18th-century India, in the Napoleonic wars, against Ottoman legions in Iraq in World War I, on ",0
384,"Australia Govt Accused of Politicizing US Trial Australia #39;s opposition Labor accused the conservative government on Monday of politicizing the military trial of an Australian al Qaeda suspect, detained at a US naval base in Cuba.",0
